,Unnamed: 0,LocationAbbr,DataSource,DataValueUnit,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,Year
1399,59221,MA,NVSS,"cases per 100,000",1.2,1.2,0.8,1.6,DIA,DIA04,CRDRATE,SEX,SEXF,2019
1400,59229,MI,NVSS,"cases per 100,000",0.6,0.6,0.4,0.8,DIA,DIA04,CRDRATE,AGE,AGE0_44,2019
1401,59242,MN,NVSS,Number,3472.0,3472.0,,,DIA,DIA03,NMBR,SEX,SEXM,2019
1402,59317,MO,NVSS,"cases per 100,000",68.4,68.4,64.3,72.5,DIA,DIA03,CRDRATE,AGE,AGE4564,2019
1403,59318,MS,NVSS,"cases per 100,000",135.4,135.4,127.1,143.8,DIA,DIA03,CRDRATE,AGE,AGE4564,2019
1404,59332,MA,NVSS,"cases per 100,000",0.9,0.9,0.6,1.2,DIA,DIA04,AGEADJRATE,SEX,SEXF,2019
1405,59334,MA,NVSS,"cases per 100,000",63.3,63.3,56.3,70.2,DIA,DIA03,CRDRATE,RACE,BLK,2019
1406,59346,MA,BRFSS,%,10.2,10.2,8.8,11.9,DIA,DIA01,CRDPREV,AGE,AGE4564,2019
1407,59364,MT,BRFSS,%,5.8,5.8,5.2,6.5,DIA,DIA01,AGEADJPREV,RACE,WHT,2019
1408,59371,MN,PRAMS,%,12.1,12.1,4.0,31.0,DIA,DIA02,CRDPREV,RACE,MRC,2019
1409,59372,MT,NVSS,"cases per 100,000",53.1,53.1,33.7,79.7,DIA,DIA03,CRDRATE,RACE,HIS,2019
1410,59454,MN,NVSS,"cases per 100,000",2.3,2.3,1.9,2.7,DIA,DIA04,CRDRATE,OVERALL,OVR,2019
1411,59471,MO,NVSS,Number,4722.0,4722.0,,,DIA,DIA03,NMBR,OVERALL,OVR,2019
1412,59480,MI,BRFSS,%,11.8,11.8,7.7,17.8,DIA,DIA01,AGEADJPREV,RACE,MRC,2019
1413,59533,MI,NVSS,Number,1797.0,1797.0,,,DIA,DIA03,NMBR,AGE,AGE4564,2019
1414,59534,MD,NVSS,"cases per 100,000",3.4,3.4,2.6,4.3,DIA,DIA04,CRDRATE,RACE,BLK,2019
1415,59548,MI,NVSS,Number,1333.0,1333.0,,,DIA,DIA03,NMBR,RACE,BLK,2019
1416,59562,MA,BRFSS,%,6.6,6.6,5.8,7.6,DIA,DIA01,AGEADJPREV,SEX,SEXF,2019
1417,59596,MD,NVSS,"cases per 100,000",108.7,108.7,103.9,113.6,DIA,DIA03,AGEADJRATE,RACE,BLK,2019
1418,59605,MT,BRFSS,%,6.4,6.4,5.8,7.1,DIA,DIA01,AGEADJPREV,OVERALL,OVR,2019
1419,59612,MN,NVSS,Number,173.0,173.0,,,DIA,DIA03,NMBR,RACE,ASN,2019
1420,59710,MS,NVSS,Number,4258.0,4258.0,,,DIA,DIA03,NMBR,OVERALL,OVR,2019
1421,59738,MO,NVSS,Number,89.0,89.0,,,DIA,DIA04,NMBR,OVERALL,OVR,2019
1422,59741,MS,BRFSS,%,30.1,30.1,27.5,32.9,DIA,DIA01,CRDPREV,AGE,AGE65P,2019
1423,59747,MO,NVSS,Number,612.0,612.0,,,DIA,DIA03,NMBR,RACE,BLK,2019
1424,59786,MI,NVSS,Number,3836.0,3836.0,,,DIA,DIA03,NMBR,SEX,SEXF,2019
1425,59821,MI,NVSS,"cases per 100,000",1.4,1.4,1.1,1.6,DIA,DIA04,CRDRATE,RACE,WHT,2019
1426,59832,MD,BRFSS,%,10.6,10.6,9.8,11.5,DIA,DIA01,CRDPREV,SEX,SEXF,2019
1427,59890,MN,NVSS,Number,76.0,76.0,,,DIA,DIA04,NMBR,SEX,SEXM,2019
1428,59913,MI,NVSS,Number,199.0,199.0,,,DIA,DIA03,NMBR,AGE,AGE0_44,2019
1429,59924,MT,NVSS,"cases per 100,000",63.9,63.9,54.3,73.4,DIA,DIA03,CRDRATE,AGE,AGE4564,2019
1430,59941,MT,BRFSS,%,7.5,7.5,6.6,8.6,DIA,DIA01,CRDPREV,SEX,SEXF,2019
1431,60016,MN,BRFSS,%,7.4,7.4,6.8,8.0,DIA,DIA01,AGEADJPREV,SEX,SEXF,2019
1432,60018,MT,NVSS,"cases per 100,000",103.5,103.5,94.9,112.1,DIA,DIA03,CRDRATE,SEX,SEXM,2019
1433,60044,MN,BRFSS,%,17.1,17.1,11.5,24.5,DIA,DIA01,CRDPREV,RACE,AIAN,2019
1434,60078,MI,BRFSS,%,14.6,14.6,12.1,17.6,DIA,DIA01,CRDPREV,RACE,BLK,2019
1435,60083,MI,NVSS,"cases per 100,000",1.1,1.1,0.8,1.4,DIA,DIA04,AGEADJRATE,SEX,SEXF,2019
1436,60182,MD,BRFSS,%,14.9,14.9,9.0,23.6,DIA,DIA01,AGEADJPREV,RACE,AIAN,2019
1437,60241,MN,NVSS,"cases per 100,000",4.3,4.3,3.3,5.6,DIA,DIA04,CRDRATE,AGE,AGE4564,2019
1438,60280,MT,NVSS,"cases per 100,000",80.1,80.1,72.5,87.7,DIA,DIA03,CRDRATE,SEX,SEXF,2019
1439,60332,MO,NVSS,"cases per 100,000",64.9,64.9,62.1,67.8,DIA,DIA03,CRDRATE,SEX,SEXF,2019
1440,60346,MN,NVSS,"cases per 100,000",292.3,292.3,238.7,345.9,DIA,DIA03,AGEADJRATE,RACE,AIAN,2019
1441,60347,MD,BRFSS,%,14.3,14.3,13.0,15.7,DIA,DIA01,CRDPREV,RACE,BLK,2019
1442,60363,MI,NVSS,"cases per 100,000",85.3,85.3,82.9,87.8,DIA,DIA03,AGEADJRATE,SEX,SEXM,2019
1443,60369,MD,NVSS,Number,58.0,58.0,,,DIA,DIA04,NMBR,AGE,AGE65P,2019
1444,60385,MS,NVSS,"cases per 100,000",127.8,127.8,122.2,133.5,DIA,DIA03,CRDRATE,SEX,SEXF,2019
1445,60428,MT,BRFSS,%,1.4,1.4,0.9,2.1,DIA,DIA01,CRDPREV,AGE,AGE1844,2019
1446,60519,ME,NVSS,Number,26.0,26.0,,,DIA,DIA04,NMBR,OVERALL,OVR,2019
1447,60562,ME,BRFSS,%,7.5,7.5,4.2,13.0,DIA,DIA01,AGEADJPREV,RACE,MRC,2019
1448,60666,MT,PRAMS,%,4.8,4.8,3.2,7.1,DIA,DIA02,CRDPREV,RACE,WHT,2019
1449,60674,MO,NVSS,Number,28.0,28.0,,,DIA,DIA04,NMBR,AGE,AGE4564,2019
1450,60688,MD,NVSS,"cases per 100,000",91.8,91.8,89.4,94.2,DIA,DIA03,CRDRATE,OVERALL,OVR,2019
1451,60702,MO,NVSS,Number,2029.0,2029.0,,,DIA,DIA03,NMBR,SEX,SEXF,2019
1452,60715,MI,NVSS,"cases per 100,000",2.9,2.9,2.2,3.9,DIA,DIA04,CRDRATE,AGE,AGE65P,2019
1453,60741,ME,BRFSS,%,12.3,12.3,10.9,13.9,DIA,DIA01,CRDPREV,AGE,AGE4564,2019
1454,60769,MO,BRFSS,%,12.4,12.4,9.8,15.5,DIA,DIA01,AGEADJPREV,RACE,BLK,2019
1455,60781,ME,NVSS,Number,1283.0,1283.0,,,DIA,DIA03,NMBR,RACE,WHT,2019
1456,60783,MN,PRAMS,%,7.7,7.7,5.7,10.4,DIA,DIA02,CRDPREV,RACE,WHT,2019
1457,60791,MN,PRAMS,%,11.7,11.7,6.7,19.7,DIA,DIA02,CRDPREV,RACE,AIAN,2019
1458,60809,MT,BRFSS,%,7.4,7.4,4.5,11.9,DIA,DIA01,CRDPREV,RACE,MRC,2019
1459,60863,MA,BRFSS,%,13.1,13.1,9.3,18.2,DIA,DIA01,CRDPREV,RACE,BLK,2019
1460,60941,MN,BRFSS,%,10.9,10.9,8.4,14.0,DIA,DIA01,CRDPREV,RACE,BLK,2019
1461,60971,MN,NVSS,Number,103.0,103.0,,,DIA,DIA03,NMBR,RACE,HIS,2019
1462,60984,MI,PRAMS,%,7.5,7.5,5.5,10.1,DIA,DIA02,CRDPREV,RACE,BLK,2019
1463,60989,MO,NVSS,Number,45.0,45.0,,,DIA,DIA04,NMBR,SEX,SEXM,2019
1464,60999,MN,NVSS,"cases per 100,000",1.8,1.8,1.4,2.4,DIA,DIA04,CRDRATE,SEX,SEXF,2019
1465,61028,MA,NVSS,Number,32.0,32.0,,,DIA,DIA04,NMBR,AGE,AGE4564,2019
1466,61073,MI,BRFSS,%,10.7,10.7,9.8,11.7,DIA,DIA01,CRDPREV,SEX,SEXF,2019
1467,61091,MA,NVSS,Number,51.0,51.0,,,DIA,DIA04,NMBR,SEX,SEXM,2019
1468,61118,MO,BRFSS,%,15.3,15.3,8.6,25.7,DIA,DIA01,CRDPREV,RACE,MRC,2019
1469,61131,MT,NVSS,"cases per 100,000",90.8,90.8,84.6,96.9,DIA,DIA03,CRDRATE,RACE,WHT,2019
1470,61193,MI,BRFSS,%,23.1,23.1,21.4,24.9,DIA,DIA01,CRDPREV,AGE,AGE65P,2019
1471,61194,MD,NVSS,Number,51.0,51.0,,,DIA,DIA04,NMBR,AGE,AGE4564,2019
1472,61208,MA,NVSS,Number,320.0,320.0,,,DIA,DIA03,NMBR,RACE,BLK,2019
1473,61214,MS,NVSS,"cases per 100,000",143.1,143.1,138.8,147.4,DIA,DIA03,CRDRATE,OVERALL,OVR,2019
1474,61263,MS,NVSS,"cases per 100,000",2.0,2.0,1.2,3.0,DIA,DIA04,CRDRATE,RACE,BLK,2019
1475,61264,MT,NVSS,Number,23.0,23.0,,,DIA,DIA03,NMBR,RACE,HIS,2019
1476,61266,MI,NVSS,"cases per 100,000",104.8,104.8,80.0,134.9,DIA,DIA03,CRDRATE,RACE,AIAN,2019
1477,61307,MA,BRFSS,%,10.6,10.6,6.1,17.8,DIA,DIA01,CRDPREV,RACE,MRC,2019
1478,61357,MO,BRFSS,%,8.7,8.7,7.7,9.8,DIA,DIA01,AGEADJPREV,SEX,SEXF,2019
1479,61364,MD,NVSS,"cases per 100,000",3.0,3.0,2.4,3.7,DIA,DIA04,CRDRATE,SEX,SEXM,2019
1480,61397,MO,NVSS,"cases per 100,000",76.9,76.9,74.7,79.1,DIA,DIA03,CRDRATE,OVERALL,OVR,2019
1481,61459,MD,BRFSS,%,8.6,8.6,6.2,11.9,DIA,DIA01,AGEADJPREV,RACE,HIS,2019
1482,61465,MI,NVSS,Number,49.0,49.0,,,DIA,DIA03,NMBR,RACE,MRC,2019
1483,61469,MD,NVSS,"cases per 100,000",96.1,96.1,92.6,99.6,DIA,DIA03,AGEADJRATE,SEX,SEXM,2019
1484,61547,MN,NVSS,"cases per 100,000",112.1,112.1,108.3,115.9,DIA,DIA03,AGEADJRATE,SEX,SEXM,2019
1485,61567,MI,PRAMS,%,8.7,8.7,7.0,10.7,DIA,DIA02,CRDPREV,OVERALL,OVR,2019
1486,61570,MO,NVSS,"cases per 100,000",1.8,1.8,1.2,2.6,DIA,DIA04,CRDRATE,AGE,AGE4564,2019
1487,61598,MD,NVSS,"cases per 100,000",1.3,1.3,1.0,1.8,DIA,DIA04,AGEADJRATE,SEX,SEXF,2019
1488,61603,MO,PRAMS,%,7.9,7.9,6.2,10.0,DIA,DIA02,CRDPREV,RACE,WHT,2019
1489,61608,MI,NVSS,"cases per 100,000",1.2,1.2,0.9,1.6,DIA,DIA04,CRDRATE,SEX,SEXF,2019
1490,61615,MS,BRFSS,%,15.4,15.4,13.9,17.0,DIA,DIA01,CRDPREV,SEX,SEXF,2019
1491,61652,MN,PRAMS,%,22.6,22.6,11.2,40.3,DIA,DIA02,CRDPREV,RACE,HIS,2019
1492,61669,ME,NVSS,Number,22.0,22.0,,,DIA,DIA04,NMBR,RACE,WHT,2019
1493,61680,ME,NVSS,Number,1326.0,1326.0,,,DIA,DIA03,NMBR,OVERALL,OVR,2019
1494,61724,MO,NVSS,"cases per 100,000",1.4,1.4,1.0,1.9,DIA,DIA04,AGEADJRATE,SEX,SEXM,2019
1495,61735,MT,BRFSS,%,12.1,12.1,7.1,19.8,DIA,DIA01,AGEADJPREV,RACE,HIS,2019
1496,61742,MS,NVSS,Number,2297.0,2297.0,,,DIA,DIA03,NMBR,SEX,SEXM,2019
1497,61784,MO,NVSS,"cases per 100,000",45.1,45.1,43.1,47.2,DIA,DIA03,AGEADJRATE,SEX,SEXF,2019
1498,61795,MN,NVSS,"cases per 100,000",68.3,68.3,65.7,70.9,DIA,DIA03,AGEADJRATE,SEX,SEXF,2019
1499,61823,MN,NVSS,"cases per 100,000",2.3,2.3,1.8,2.8,DIA,DIA04,AGEADJRATE,SEX,SEXM,2019
1500,61827,MT,NVSS,"cases per 100,000",1.9,1.9,1.1,2.9,DIA,DIA04,CRDRATE,OVERALL,OVR,2019
1501,61835,ME,PRAMS,%,10.0,10.0,7.8,12.6,DIA,DIA02,CRDPREV,OVERALL,OVR,2019
1502,61840,MD,NVSS,"cases per 100,000",104.9,104.9,101.2,108.5,DIA,DIA03,CRDRATE,RACE,WHT,2019
1503,61851,MN,BRFSS,%,8.7,8.7,6.6,11.4,DIA,DIA01,CRDPREV,RACE,HIS,2019
1504,61861,MN,NVSS,Number,914.0,914.0,,,DIA,DIA03,NMBR,AGE,AGE4564,2019
1505,61896,MN,NVSS,Number,261.0,261.0,,,DIA,DIA03,NMBR,RACE,BLK,2019
1506,61900,MT,NVSS,"cases per 100,000",232.8,232.8,186.1,279.4,DIA,DIA03,AGEADJRATE,RACE,AIAN,2019
1507,61908,ME,NVSS,"cases per 100,000",102.7,102.7,97.1,108.3,DIA,DIA03,CRDRATE,RACE,WHT,2019
1508,61965,MA,NVSS,"cases per 100,000",68.7,68.7,66.4,71.0,DIA,DIA03,CRDRATE,RACE,WHT,2019
1509,61981,MI,BRFSS,%,11.9,11.9,7.2,19.0,DIA,DIA01,AGEADJPREV,RACE,AIAN,2019
1510,62020,ME,NVSS,"cases per 100,000",114.3,114.3,106.1,122.4,DIA,DIA03,CRDRATE,SEX,SEXM,2019
1511,62059,MS,NVSS,Number,1013.0,1013.0,,,DIA,DIA03,NMBR,AGE,AGE4564,2019
1512,62091,MI,NVSS,Number,139.0,139.0,,,DIA,DIA04,NMBR,OVERALL,OVR,2019
1513,62114,MT,NVSS,"cases per 100,000",112.7,112.7,69.8,172.3,DIA,DIA03,AGEADJRATE,RACE,HIS,2019
1514,62154,MI,NVSS,Number,8796.0,8796.0,,,DIA,DIA03,NMBR,OVERALL,OVR,2019
1515,62184,MD,BRFSS,%,14.7,14.7,13.5,16.0,DIA,DIA01,CRDPREV,AGE,AGE4564,2019
1516,62187,MT,BRFSS,%,6.6,6.6,5.8,7.5,DIA,DIA01,AGEADJPREV,SEX,SEXM,2019
1517,62198,MI,NVSS,"cases per 100,000",63.1,63.1,61.6,64.6,DIA,DIA03,AGEADJRATE,RACE,WHT,2019
1518,62211,MN,NVSS,Number,62.0,62.0,,,DIA,DIA04,NMBR,AGE,AGE4564,2019
1519,62225,MO,NVSS,"cases per 100,000",1.6,1.6,1.2,2.0,DIA,DIA04,CRDRATE,RACE,WHT,2019
1520,62227,MI,NVSS,Number,96.0,96.0,,,DIA,DIA03,NMBR,RACE,ASN,2019
1521,62249,MI,NVSS,"cases per 100,000",2.3,2.3,1.6,3.3,DIA,DIA04,CRDRATE,RACE,BLK,2019
1522,62264,MD,NVSS,"cases per 100,000",72.7,72.7,68.5,76.8,DIA,DIA03,CRDRATE,AGE,AGE4564,2019
1523,62318,MS,NVSS,"cases per 100,000",1.6,1.6,1.2,2.1,DIA,DIA04,AGEADJRATE,OVERALL,OVR,2019
1524,62324,MD,BRFSS,%,7.7,7.7,7.2,8.4,DIA,DIA01,AGEADJPREV,RACE,WHT,2019
1525,62421,MT,NVSS,"cases per 100,000",91.9,91.9,86.1,97.6,DIA,DIA03,CRDRATE,OVERALL,OVR,2019
1526,62425,MO,NVSS,Number,56.0,56.0,,,DIA,DIA03,NMBR,RACE,HIS,2019
1527,62442,MD,NVSS,Number,61.0,61.0,,,DIA,DIA04,NMBR,RACE,BLK,2019
1528,62452,MD,PRAMS,%,9.6,9.6,7.6,12.0,DIA,DIA02,CRDPREV,OVERALL,OVR,2019
1529,62454,MA,NVSS,Number,72.0,72.0,,,DIA,DIA04,NMBR,RACE,WHT,2019
1530,62468,MA,BRFSS,%,2.2,2.2,1.6,3.0,DIA,DIA01,CRDPREV,AGE,AGE1844,2019
1531,62502,MN,BRFSS,%,8.8,8.8,5.7,13.3,DIA,DIA01,AGEADJPREV,RACE,MRC,2019
1532,62564,MN,BRFSS,%,10.4,10.4,9.4,11.4,DIA,DIA01,CRDPREV,AGE,AGE4564,2019
1533,62581,MN,NVSS,"cases per 100,000",84.0,84.0,81.7,86.2,DIA,DIA03,AGEADJRATE,RACE,WHT,2019
1534,62588,MA,NVSS,"cases per 100,000",1.8,1.8,1.4,2.3,DIA,DIA03,CRDRATE,AGE,AGE0_44,2019
1535,62603,MA,BRFSS,%,13.4,13.4,9.7,18.2,DIA,DIA01,AGEADJPREV,RACE,BLK,2019
1536,62638,MA,NVSS,"cases per 100,000",59.8,59.8,58.0,61.6,DIA,DIA03,CRDRATE,OVERALL,OVR,2019
1537,62649,MS,NVSS,Number,32.0,32.0,,,DIA,DIA04,NMBR,SEX,SEXM,2019
1538,62697,MN,NVSS,Number,6232.0,6232.0,,,DIA,DIA03,NMBR,OVERALL,OVR,2019
1539,62720,MI,BRFSS,%,13.9,13.9,11.6,16.6,DIA,DIA01,AGEADJPREV,RACE,BLK,2019
1540,62722,MA,NVSS,"cases per 100,000",32.8,32.8,31.3,34.4,DIA,DIA03,AGEADJRATE,SEX,SEXF,2019
1541,62856,MA,NVSS,Number,4123.0,4123.0,,,DIA,DIA03,NMBR,OVERALL,OVR,2019
1542,62919,MO,PRAMS,%,14.6,14.6,6.7,29.0,DIA,DIA02,CRDPREV,RACE,HIS,2019
1543,62945,MI,NVSS,"cases per 100,000",100.8,100.8,98.0,103.6,DIA,DIA03,CRDRATE,SEX,SEXM,2019
1544,62952,MD,BRFSS,%,11.0,11.0,10.4,11.7,DIA,DIA01,CRDPREV,OVERALL,OVR,2019
1545,62974,MI,BRFSS,%,9.2,9.2,6.0,13.9,DIA,DIA01,CRDPREV,RACE,HIS,2019
1546,62978,MN,NVSS,Number,128.0,128.0,,,DIA,DIA04,NMBR,OVERALL,OVR,2019
1547,63069,MO,NVSS,Number,25.0,25.0,,,DIA,DIA03,NMBR,RACE,ASN,2019
1548,63071,MI,NVSS,"cases per 100,000",3.6,3.6,3.1,4.1,DIA,DIA03,CRDRATE,AGE,AGE0_44,2019
1549,63088,MT,BRFSS,%,6.3,6.3,5.5,7.3,DIA,DIA01,AGEADJPREV,SEX,SEXF,2019
1550,63109,MS,NVSS,Number,2500.0,2500.0,,,DIA,DIA03,NMBR,RACE,WHT,2019
1551,63127,ME,BRFSS,%,8.8,8.8,8.1,9.6,DIA,DIA01,AGEADJPREV,OVERALL,OVR,2019
1552,63145,MT,BRFSS,%,13.9,13.9,10.4,18.3,DIA,DIA01,CRDPREV,RACE,AIAN,2019
1553,63158,MO,NVSS,Number,2693.0,2693.0,,,DIA,DIA03,NMBR,SEX,SEXM,2019
1554,63196,MS,NVSS,Number,48.0,48.0,,,DIA,DIA04,NMBR,OVERALL,OVR,2019
1555,63226,MN,BRFSS,%,12.9,12.9,10.0,16.4,DIA,DIA01,AGEADJPREV,RACE,BLK,2019
1556,63227,MN,BRFSS,%,2.6,2.6,2.1,3.1,DIA,DIA01,CRDPREV,AGE,AGE1844,2019
1557,63350,ME,NVSS,"cases per 100,000",83.7,83.7,76.8,90.5,DIA,DIA03,CRDRATE,SEX,SEXF,2019
1558,63383,MI,NVSS,"cases per 100,000",1.1,1.1,0.9,1.4,DIA,DIA04,AGEADJRATE,RACE,WHT,2019
1559,63443,MI,NVSS,Number,55.0,55.0,,,DIA,DIA04,NMBR,AGE,AGE4564,2019
1560,63450,MD,NVSS,Number,140.0,140.0,,,DIA,DIA03,NMBR,RACE,HIS,2019
1561,63458,ME,BRFSS,%,19.0,19.0,17.5,20.5,DIA,DIA01,CRDPREV,AGE,AGE65P,2019
1562,63459,MD,NVSS,"cases per 100,000",2.3,2.3,1.9,2.6,DIA,DIA04,CRDRATE,OVERALL,OVR,2019
1563,63484,MD,NVSS,Number,28.0,28.0,,,DIA,DIA04,NMBR,AGE,AGE0_44,2019
1564,63509,MD,NVSS,"cases per 100,000",42.7,42.7,36.2,49.1,DIA,DIA03,CRDRATE,RACE,ASN,2019
1565,63545,MD,NVSS,"cases per 100,000",3.2,3.2,2.4,4.1,DIA,DIA04,AGEADJRATE,RACE,BLK,2019
1566,63548,MI,NVSS,"cases per 100,000",28.9,28.9,23.4,35.3,DIA,DIA03,CRDRATE,RACE,ASN,2019
1567,63550,MS,PRAMS,%,7.6,7.6,6.0,9.7,DIA,DIA02,CRDPREV,OVERALL,OVR,2019
1568,63602,MN,NVSS,Number,130.0,130.0,,,DIA,DIA03,NMBR,RACE,AIAN,2019
1569,63635,ME,NVSS,"cases per 100,000",1.2,1.2,0.7,1.9,DIA,DIA04,AGEADJRATE,RACE,WHT,2019
1570,63653,MA,NVSS,"cases per 100,000",1.3,1.3,1.1,1.6,DIA,DIA04,CRDRATE,OVERALL,OVR,2019
1571,63672,MD,PRAMS,%,11.3,11.3,5.0,23.6,DIA,DIA02,CRDPREV,RACE,ASN,2019
1572,63674,MD,NVSS,"cases per 100,000",4.1,4.1,3.4,4.7,DIA,DIA03,CRDRATE,AGE,AGE0_44,2019
1573,63675,MT,NVSS,"cases per 100,000",4.7,4.7,3.1,6.8,DIA,DIA03,CRDRATE,AGE,AGE0_44,2019
1574,63705,MS,NVSS,Number,33.0,33.0,,,DIA,DIA03,NMBR,RACE,AIAN,2019
1575,63720,MA,NVSS,Number,798.0,798.0,,,DIA,DIA03,NMBR,AGE,AGE4564,2019
1576,63835,MO,NVSS,Number,3997.0,3997.0,,,DIA,DIA03,NMBR,RACE,WHT,2019
1577,63897,MN,NVSS,"cases per 100,000",3.6,3.6,2.9,4.2,DIA,DIA03,CRDRATE,AGE,AGE0_44,2019
1578,63900,MA,NVSS,"cases per 100,000",0.5,0.5,0.3,0.8,DIA,DIA04,CRDRATE,AGE,AGE0_44,2019
1579,63913,MN,NVSS,Number,5201.0,5201.0,,,DIA,DIA03,NMBR,AGE,AGE65P,2019
1580,63921,MT,BRFSS,%,8.6,8.6,5.4,13.4,DIA,DIA01,AGEADJPREV,RACE,MRC,2019
1581,63924,MI,NVSS,Number,4960.0,4960.0,,,DIA,DIA03,NMBR,SEX,SEXM,2019
1582,63954,MD,BRFSS,%,13.3,13.3,12.2,14.5,DIA,DIA01,AGEADJPREV,RACE,BLK,2019
1583,64030,ME,NVSS,"cases per 100,000",1.4,1.4,0.9,2.0,DIA,DIA04,AGEADJRATE,OVERALL,OVR,2019
1584,64056,MN,NVSS,"cases per 100,000",1.7,1.7,1.2,2.2,DIA,DIA04,AGEADJRATE,SEX,SEXF,2019
1585,64088,ME,BRFSS,%,10.7,10.7,9.9,11.5,DIA,DIA01,CRDPREV,RACE,WHT,2019
1586,64091,MA,NVSS,"cases per 100,000",30.3,30.3,26.6,34.0,DIA,DIA03,CRDRATE,RACE,HIS,2019
1587,64176,MN,NVSS,"cases per 100,000",0.7,0.7,0.4,1.0,DIA,DIA04,CRDRATE,AGE,AGE0_44,2019
1588,64181,MD,BRFSS,%,9.3,9.3,8.5,10.2,DIA,DIA01,AGEADJPREV,SEX,SEXF,2019
1589,64193,MA,BRFSS,%,18.5,18.5,16.5,20.6,DIA,DIA01,CRDPREV,AGE,AGE65P,2019
1590,64216,MO,NVSS,Number,76.0,76.0,,,DIA,DIA04,NMBR,RACE,WHT,2019
1591,64227,MT,NVSS,Number,833.0,833.0,,,DIA,DIA03,NMBR,RACE,WHT,2019
1592,64328,MN,NVSS,"cases per 100,000",68.2,68.2,59.9,76.5,DIA,DIA03,CRDRATE,RACE,BLK,2019
1593,64333,MN,NVSS,Number,2760.0,2760.0,,,DIA,DIA03,NMBR,SEX,SEXF,2019
1594,64345,MT,NVSS,Number,557.0,557.0,,,DIA,DIA03,NMBR,SEX,SEXM,2019
1595,64354,MN,BRFSS,%,7.9,7.9,7.4,8.4,DIA,DIA01,AGEADJPREV,OVERALL,OVR,2019
1596,64372,MD,BRFSS,%,2.8,2.8,2.2,3.6,DIA,DIA01,CRDPREV,AGE,AGE1844,2019
1597,64441,MT,NVSS,Number,20.0,20.0,,,DIA,DIA04,NMBR,OVERALL,OVR,2019
1598,64451,MN,NVSS,"cases per 100,000",110.5,110.5,107.8,113.2,DIA,DIA03,CRDRATE,OVERALL,OVR,2019
1599,64469,MA,NVSS,"cases per 100,000",1.7,1.7,1.2,2.5,DIA,DIA04,CRDRATE,AGE,AGE4564,2019
1600,64480,MD,BRFSS,%,6.7,6.7,4.7,9.5,DIA,DIA01,CRDPREV,RACE,HIS,2019
1601,64519,MA,NVSS,Number,92.0,92.0,,,DIA,DIA04,NMBR,OVERALL,OVR,2019
1602,64544,MN,NVSS,"cases per 100,000",123.6,123.6,119.5,127.7,DIA,DIA03,CRDRATE,SEX,SEXM,2019
1603,64568,MA,NVSS,"cases per 100,000",1.4,1.4,1.0,1.9,DIA,DIA04,AGEADJRATE,SEX,SEXM,2019
1604,64570,MS,NVSS,Number,129.0,129.0,,,DIA,DIA03,NMBR,AGE,AGE0_44,2019
1605,64592,MO,NVSS,"cases per 100,000",75.6,75.6,72.7,78.5,DIA,DIA03,AGEADJRATE,SEX,SEXM,2019
1606,64594,MI,NVSS,Number,62.0,62.0,,,DIA,DIA04,NMBR,SEX,SEXF,2019
1607,64609,MA,NVSS,"cases per 100,000",72.4,72.4,64.2,80.5,DIA,DIA03,AGEADJRATE,RACE,BLK,2019
1608,64615,MO,NVSS,Number,113.0,113.0,,,DIA,DIA03,NMBR,AGE,AGE0_44,2019
1609,64640,MN,NVSS,Number,117.0,117.0,,,DIA,DIA03,NMBR,AGE,AGE0_44,2019
1610,64652,MI,NVSS,Number,32.0,32.0,,,DIA,DIA04,NMBR,RACE,BLK,2019
1611,64663,MI,NVSS,"cases per 100,000",88.1,88.1,86.2,89.9,DIA,DIA03,CRDRATE,OVERALL,OVR,2019
1612,64685,IA,BRFSS,%,8.9,8.9,7.9,9.9,DIA,DIA01,CRDPREV,SEX,SEXF,2020
1613,64691,MO,BRFSS,%,11.9,11.9,9.4,15.0,DIA,DIA01,CRDPREV,RACE,BLK,2019
1614,64753,MS,NVSS,Number,1961.0,1961.0,,,DIA,DIA03,NMBR,SEX,SEXF,2019
1615,64763,MA,NVSS,Number,71.0,71.0,,,DIA,DIA03,NMBR,AGE,AGE0_44,2019
1616,64770,MO,BRFSS,%,10.5,10.5,9.3,11.9,DIA,DIA01,CRDPREV,SEX,SEXM,2019
1617,64789,MS,NVSS,Number,24.0,24.0,,,DIA,DIA03,NMBR,RACE,HIS,2019
1618,64794,MS,NVSS,"cases per 100,000",1.4,1.4,0.9,2.1,DIA,DIA04,AGEADJRATE,RACE,WHT,2019
1619,64811,MD,NVSS,Number,3174.0,3174.0,,,DIA,DIA03,NMBR,RACE,WHT,2019
1620,64848,MN,NVSS,"cases per 100,000",2.3,2.3,1.8,2.7,DIA,DIA04,CRDRATE,RACE,WHT,2019
1621,64859,MD,NVSS,Number,170.0,170.0,,,DIA,DIA03,NMBR,RACE,ASN,2019
1622,64874,MT,NVSS,Number,109.0,109.0,,,DIA,DIA03,NMBR,RACE,AIAN,2019
1623,64881,ME,BRFSS,%,8.2,8.2,4.6,14.2,DIA,DIA01,CRDPREV,RACE,HIS,2019
1624,64893,MA,BRFSS,%,10.6,10.6,8.1,13.9,DIA,DIA01,CRDPREV,RACE,HIS,2019
